10/09/2021,12:57:04,Logging Panel Points Panel ID: MZX_SunburyRD_001

10/09/2021,12:57:07,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,1,0,1,75,217,0,2,0,1,1,1,10,75,17,25,73,0,1,25,2,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,55,
10/09/2021,12:57:08,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,2,0,1,75,209,0,2,0,1,1,1,10,75,49,25,73,0,0,20,4,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,77,
10/09/2021,12:57:10,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,3,0,1,75,217,0,2,0,1,1,1,10,75,17,24,73,0,1,24,1,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,56,
10/09/2021,12:57:12,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,4,0,1,75,209,0,2,0,1,1,1,10,75,49,24,73,0,0,20,4,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,80,
10/09/2021,12:57:15,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,5,0,1,75,217,0,2,0,1,1,1,10,75,17,28,72,0,1,28,1,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,67,
10/09/2021,12:57:17,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,6,0,1,75,209,0,2,0,1,1,1,10,75,49,28,72,0,0,20,11,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,94,
10/09/2021,12:57:19,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,7,0,1,75,217,0,2,0,1,1,1,10,75,17,25,72,0,1,24,1,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,64,
10/09/2021,12:57:22,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,8,0,1,75,209,0,2,0,1,1,1,10,75,49,25,72,0,0,20,4,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,88,
10/09/2021,12:57:24,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,9,0,1,75,217,0,2,0,1,1,1,10,75,17,22,73,0,1,22,0,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,63,
10/09/2021,12:57:27,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,10,0,1,75,209,0,2,0,1,1,1,10,75,49,22,73,0,0,20,2,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,88,
10/09/2021,12:57:29,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,11,0,1,75,217,0,2,0,1,1,1,10,75,17,35,73,0,1,35,1,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,94,
10/09/2021,12:57:31,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,12,0,1,75,209,0,2,0,1,1,1,10,75,49,35,73,0,0,20,25,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,128,
10/09/2021,12:57:33,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,13,0,1,75,217,0,2,0,1,1,1,10,75,17,24,73,0,1,24,0,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,75,
10/09/2021,12:57:34,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,14,0,1,75,209,0,2,0,1,1,1,10,75,49,24,73,0,0,20,6,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,102,
10/09/2021,12:57:36,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,15,0,1,75,217,0,2,0,1,1,1,10,75,17,27,73,0,1,27,3,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,88,
10/09/2021,12:57:37,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,16,0,1,75,209,0,2,0,1,1,1,10,75,49,27,73,0,0,20,7,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,94,
10/09/2021,12:57:38,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,17,0,1,75,217,0,2,0,1,1,1,10,75,17,19,72,0,1,20,2,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,59,
10/09/2021,12:57:39,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,18,0,1,75,209,0,2,0,1,1,1,10,75,49,19,71,0,0,20,2,5,1,9,0,71,0,0,0,0,0,0,0,0,0,0,0,0,82,
10/09/2021,12:57:41,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,19,0,1,75,217,0,2,0,1,1,1,10,75,17,22,73,0,1,22,0,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,67,
10/09/2021,12:57:42,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,20,0,1,75,209,0,2,0,1,1,1,10,75,49,22,73,0,0,20,2,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,92,
10/09/2021,12:57:43,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,21,0,1,75,217,0,2,0,1,1,1,10,75,17,28,72,0,1,28,1,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,83,
10/09/2021,12:57:45,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,22,0,1,75,209,0,2,0,1,1,1,10,75,49,28,72,0,0,20,11,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,110,
10/09/2021,12:57:46,53,228,1,0,253,18,0,4,0,149,0,0,1,12,1,0,23,0,1,75,217,0,2,0,1,1,1,10,75,17,23,73,0,1,23,0,5,1,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,77,
